"('TRACMIV128F14898A3', 'info')","('Crawling Up A Hill - version 2 - mono_ live', 'John Mayall & The Bluesbreakers', (166.238, -4.62))"
"('TRACMPZ12903CF150B', 'info')","('Moon Going Down', 'Charley Patton', (107.877, -15.164))"
"('TRACMHD128F931FB14', 'info')","('Hero In A Dream', 'Ensiferum', (200.061, -2.599))"
"('TRACMSI128E078E15F', 'info')","('Raising Children', 'The Race', (118.043, -5.298))"
"('TRACMLI128F424C865', 'info')","('Epilog', 'Neviss', (160.409, -31.412))"
"('TRACMIU128F935381D', 'info')","('Ice Cream Man', 'Martin Sexton', (133.391, -8.733))"
"('TRACMHS128F148F509', 'info')","('Ji Xiang Yan Chu', 'Dylan Kuo', (100.173, -5.614))"
"('TRACMTI128EF342A56', 'info')","('No seamos tontos', 'Yahir', (131.938, -5.737))"
"('TRACMFN128F4298DBE', 'info')","(""Why Do All Girls Think They're Fat (Album)"", 'Reel Big Fish', (159.723, -4.188))"
"('TRACMTN128F92FB689', 'info')","('My First Day At School', 'Brian Dullaghan', (92.29, -21.412))"
"('TRACMCM12903CB60DA', 'info')","('De Kommissar 1', 'Der Plan', (35.898, -18.169))"
"('TRACMOL128F424B776', 'info')","('De Bombacha Y Alpargatas', 'Chango Spasiuk', (194.156, -13.763))"
"('TRACRRO128F92F34B9', 'info')","('He Jiu Bi Hun', 'Hacken Lee', (112.081, -11.786))"
"('TRACROV128F92F6D6F', 'info')","('O Hiroteros Ehthros Mou', 'Peggy Zina', (96.024, -6.654))"
"('TRACRBQ128F4263964', 'info')","('Midnight In Memphis', 'J.J. Cale', (111.492, -14.293))"
"('TRACRHZ12903CAF6A4', 'info')","('Feelin You', 'DJ Spinn', (119.987, -6.53))"
"('TRACRJZ128F4244626', 'info')","('This Time I Know', 'Theodis Ealey', (99.238, -7.405))"
"('TRACRNT128F426FA27', 'info')","('God Will Make A Way', 'Janet Paschal', (119.194, -11.536))"
"('TRACRQV12903CC995F', 'info')","('Spark', 'Souls Of Mischief', (96.287, -5.911))"
"('TRACRVJ128F14661D6', 'info')","('Follow Your Dreams (The Plan Album Version)', 'Raze', (108.831, -2.932))"
"('TRACRTS128F9300F7E', 'info')","('Destroy Babylon', 'Bad Brains', (86.536, -9.614))"
"('TRACRON12903CB59E6', 'info')","(""Don't Leave"", 'Everyday Sunday', (103.009, -7.462))"
"('TRACRAR128F92F3B74', 'info')","('Travel Song (Reprise)', 'Dora The Explorer', (123.965, -6.917))"
"('TRACYMH12903CA01DF', 'info')","('Cold Blood (LP Version)', 'Kix', (140.994, -2.769))"
"('TRACYCJ128F9309246', 'info')","(""Don't Go Knockin' On My Door"", 'Britney Spears', (111.004, -5.304))"
"('TRACYDP128F932BC8E', 'info')","('Sacrifice for the Slaughtergod', 'Skeletonwitch', (201.333, -5.516))"
"('TRACYOV128F92CB613', 'info')","('Jimi Baby', 'Slightly Stoopid', (173.709, -12.708))"
"('TRACYMT128F933333D', 'info')","('Wanikaa (Featuring Abramz_ Krazy_ Lyrical G_ Saint Ca and Sylvester)', 'Indigenous', (108.018, -6.724))"
"('TRACYBU128F14AE4DD', 'info')","('Pass Through My Will', 'John Michael Talbot', (96.709, -21.506))"
"('TRACYPF128F9338DE0', 'info')","('Full Of Voices', 'Maximilian Hecker', (129.488, -8.059))"
"('TRACYTM128F933A555', 'info')","('More Where That Came From - Original', 'Leroy Hutson', (183.935, -17.92))"
"('TRACYND128F423E23D', 'info')","('I Worship You', 'True Believers', (92.881, -8.672))"
"('TRACYDQ128F932C763', 'info')","('La boîte à hein biloute', 'Blingtones', (67.046, -12.838))"
"('TRACYHQ12903CCE804', 'info')","('Si No Te Hubieras Ido', 'Charlie Cruz', (200.534, -2.968))"
"('TRACYXW128F4297569', 'info')","('Fool For Your Loving', 'Whitesnake', (125.783, -7.356))"
"('TRACYOR128F427FB1D', 'info')","('Lunes Por La Madrugada', 'Los Abuelos De La Nada', (139.685, -14.409))"
"('TRACAXR128F92FAB1C', 'info')","('Error', 'Babylon Disco', (89.927, -10.196))"
"('TRACAUP128F931AC60', 'info')","('Winter (Four Seasons)', 'Ulytau', (140.13, -5.779))"
"('TRACAOS128F42300B8', 'info')","('Wave', 'Dave Eggar', (100.893, -23.15))"
"('TRACADA128F92EFB0E', 'info')","(""Wa'ahila (Instrumental - Bonus Track)"", 'Ray Kane', (163.385, -19.157))"
"('TRACAFR12903CD6701', 'info')","('Drive In Saturday - (Tribute to David Bowie)', 'Ashes to Ashes', (94.888, -12.22))"
"('TRACAYI128F4235122', 'info')","('Seuraavassa elämässä', 'Kaija Koo', (121.981, -8.521))"
"('TRACALZ12903CDCFBB', 'info')","('Bed Crumbs', 'Fudge Tunnel', (120.703, -7.31))"
"('TRACAPS128F92F014C', 'info')","(""What'd I Say"", 'Donnie Brooks', (113.082, -10.362))"
"('TRACARQ128F933B5CD', 'info')","('Time to come true', 'SOJA', (145.949, -7.7))"
"('TRACAKD128F92D5D38', 'info')","('My Life Would Suck Without You', 'Kelly Clarkson', (135.914, -5.953))"
"('TRACAMB12903CE12F4', 'info')","(""J'l'ai pas dit"", 'Edgar Bori', (117.295, -8.224))"
"('TRACAMK128F4265F0D', 'info')","(""I'm Just Wonderin' Part 2"", 'Jimmy Witherspoon', (94.105, -12.437))"
"('TRACAXH128F931F3CF', 'info')","('Hallelujah', 'The Nelons', (108.914, -11.236))"
"('TRACACF128F4261F09', 'info')","('Sometimes', 'Tanto Metro & Devonte', (105.671, -9.01))"
"('TRACABS128E0786B0B', 'info')","('Falling Bombs', 'BigElf', (64.006, -4.683))"
"('TRACASH128F931C969', 'info')","(""Whatever's Cool With Me (LP Version)"", 'Dinosaur Jr.', (152.461, -6.051))"
"('TRACAXP128F14A2127', 'info')","('Creeper Kamikaze', 'The Exies', (113.326, -4.998))"
"('TRACAQW128F428E2B7', 'info')","(""Ja (Hanno's Poppersmonstermix)"", '2raumwohnung', (125.995, -8.525))"
"('TRACAMS128F9307856', 'info')","('No More Blues (Chega de Saudade)', 'Eliane Elias', (95.111, -24.83))"
"('TRACBVI12903D0C406', 'info')","('Revelations', 'Jesse Malin and The St. Marks Social', (126.105, -4.852))"
"('TRACBJT128F93135DF', 'info')","('Siyabonga (Unreleased Bonus Track)', 'Zimbabwe Legit', (100.145, -10.203))"
"('TRACBQQ128F4263AEB', 'info')","('Journey To Love', 'Stanley Clarke', (84.064, -12.714))"
"('TRACBWX128F92FD725', 'info')","('I Want It', 'Zombie Girl', (129.984, -5.202))"
"('TRACBMH128F93291A4', 'info')","('Blaue Matrosen (live)', 'Der Moderne Man', (105.29, -9.848))"
"('TRACBEI128F42558D3', 'info')","('I Live to Be Hated', 'GG Allin', (74.82, -12.298))"
"('TRACBBV12903CB9BF8', 'info')","('Chariots Of Fire', 'Dino', (95.179, -20.193))"
"('TRACBWQ128F92F2B91', 'info')","(""Ma Rainey's Black Bottom"", 'Ma Rainey', (99.076, -17.714))"
"('TRACBRM128F425C2C3', 'info')","('Alguna Vez', 'La Portuaria', (112.071, -13.607))"
"('TRACBLO128E0784286', 'info')","('The Majesty Of Rock', 'Spinal Tap', (129.318, -5.492))"
"('TRACBOR128F422CFE4', 'info')","('Strange Thing', 'Buzzcocks', (176.153, -7.736))"
"('TRACBWP128C7196948', 'info')","(""It's Not Me"", '3 Doors Down', (86.82, -5.981))"
"('TRACBSI128F428CC57', 'info')","('Rotting Fumes', 'Hemdale', (108.917, -9.883))"
"('TRACBBI12903CB8387', 'info')","('Fausse monnaie', 'Gus Viseur', (90.177, -13.512))"
"('TRACNDP12903CDA658', 'info')","('Maria', 'Papa Wemba', (120.411, -8.09))"
"('TRACNVF128F428EA87', 'info')","('56 Days', 'Pride Tiger', (114.061, -2.397))"
"('TRACNZU12903CACFCF', 'info')","('Hungarian Dances_ WoO 1: No. 12 in D Minor: Presto', 'Bamberg Symphony Orchestra and Hans Swarowsky', (137.219, -22.492))"
"('TRACNNR128F4270A66', 'info')","('Sublime Ensoñacion', 'Barbarito Diez', (116.949, -9.139))"
"('TRACNBG128F425B49E', 'info')","('Daughter Of Zion', 'Winston Reedy', (153.738, -8.754))"
"('TRACNJR128F4262E27', 'info')","('Come To Find Out', 'John Hammond', (90.666, -8.405))"
"('TRACNXS128F93395BA', 'info')","('Victim Of Circumstance', 'Ten Years After', (128.598, -11.814))"
"('TRACNYM12903CDF543', 'info')","('Bubblegum', 'Helen Love', (156.074, -8.871))"
"('TRACNBU128F930EDBB', 'info')","('Ni Gota De Rencor', 'Pablo Montero', (100.048, -8.596))"
"('TRACNXU12903C9CDFF', 'info')","('Airheads', 'Sweet', (84.103, -4.99))"
"('TRACNAS128F14567C6', 'info')","(""Mary Jane's Last Dance"", 'Tom Petty And The Heartbreakers', (168.946, -8.962))"
"('TRACNPT128F92FBE31', 'info')","('French Touch', 'Richard Galliano', (79.53, -16.937))"
"('TRACSXC12903CF9525', 'info')","('Gangster Of Love', 'Chris Farlowe', (122.298, -13.224))"
"('TRACSFC12903CEAF33', 'info')","(""Your God Isn't Listening"", 'Steve Wilson', (100.006, -14.51))"
"('TRACSND128F426983F', 'info')","('Sosa (Explicit)', 'A.Z.', (180.296, -8.005))"
"('TRACSVW128F14ACB60', 'info')","('Der Wind Hat Mir Ein Lied Erzählt (from ""La Habanera"")', 'Quadro Nuevo', (110.551, -10.566))"
"('TRACSTF128F4238A87', 'info')","('Señora (bonus track)', 'Francisco Céspedes', (110.666, -9.84))"
"('TRACSBL128F42480E8', 'info')","('Yippiyo-Ay', 'The Presets', (120.119, -4.002))"
"('TRACSIE128F427F98E', 'info')","('Talk About Us', 'Jennifer Lopez', (80.979, -6.518))"
"('TRACFJE128F934C8D5', 'info')","('Fall In Love [Rub A Dub Mix]', 'John Legend [feat. Buju Banton]', (162.876, -7.397))"
"('TRACFZI128E0795424', 'info')","('Bury Your Head', 'Saosin', (85.029, -3.753))"
"('TRACFZM128F4295740', 'info')","('American Journey/IV. Arts and Sports', 'John Williams', (138.508, -17.941))"
"('TRACFOV128F9340D81', 'info')","('Closed Eyes', 'Bury Your Dead', (123.635, -6.664))"
"('TRACFVO128F9300F29', 'info')","(""I've Won (Introduction - Speaking)"", 'The Nelons', (72.001, -30.293))"
"('TRACFWQ12903CF8148', 'info')","('Le gardien de musée', 'Les Blaireaux', (140.173, -9.911))"
"('TRACFEG128F426F4F3', 'info')","('Mudhump', 'C-Side & Petit Mal', (135.087, -11.828))"
"('TRACFHZ128F4227BA4', 'info')","('Serve The Ego (Hani Num Dub)', 'Jewel', (85.316, -6.076))"
"('TRACFDC128F147F1C6', 'info')","('Doble Bombo', 'Las Ketchup', (167.954, -4.134))"
"('TRACFAP128E07862C1', 'info')","('Damien', 'DMX', (106.769, -7.974))"
"('TRACFFX128F421E641', 'info')","('A Legend In My Time', 'Don Gibson', (80.738, -14.28))"
"('TRACFBD128F426CC34', 'info')","(""The President's Speech"", 'James Horner', (76.499, -36.835))"
"('TRACFXL128F930B28B', 'info')","('Sencillamente', 'Bersuit Vergarabat', (135.982, -7.769))"
"('TRACFNG128F146A7F3', 'info')","('Going Home', 'Izzy', (88.761, -17.91))"
"('TRACFTL12903C93AAC', 'info')","('Chanson Réaliste', 'Acorps de Rue', (73.136, -7.434))"
"('TRACFRC12903CFEDD6', 'info')","('Railroad Boogie', 'Pee Wee King', (89.201, -11.473))"
"('TRACFOJ128F4253EFA', 'info')","('Still In Love', 'Nick Cave & The Bad Seeds', (116.621, -11.766))"
"('TRACFQB12903D06042', 'info')","('Big Guys Throw Cones', 'Our Time Down Here', (126.4, -2.844))"
"('TRACFYQ128E0784150', 'info')","(""Poppin' Them Thangs"", 'G-Unit', (88.043, -1.622))"
"('TRACFCQ128F4214EB6', 'info')","('Trong Com', 'Kitaro', (35.931, -23.874))"
"('TRACDPS128F428BFBD', 'info')","('Råskevärsrock', 'Bröderna Djup', (135.407, -9.221))"
"('TRACDCZ128F4285AE0', 'info')","('Danny Boy', 'Hank Locklin', (90.61, -13.12))"
"('TRACDSI128F425C0B4', 'info')","('Cajun Blood', 'Jo-El Sonnier', (169.235, -6.589))"
"('TRACDJT128F42324C7', 'info')","('Old Broom', 'Wailing Souls', (146.445, -9.99))"
"('TRACDZL12903D024D2', 'info')","('Poikamies (2009)', 'Murskahumppa', (130.756, -8.189))"
"('TRACDLK12903CE71B7', 'info')","('Good Looking Girl Blues', 'Furry Lewis', (136.915, -14.876))"
"('TRACDWG128F428B068', 'info')","('Jamboree', 'Naughty By Nature;Naughty By Nature featuring Zhane', (91.981, -8.983))"
"('TRACDDN128F92FFADC', 'info')","('Pak shte te obicham', 'Lili Ivanova', (124.025, -6.097))"
"('TRACECN128F9310E97', 'info')","('Subterranean Homesick Alien', 'Radiohead', (150.848, -9.148))"
"('TRACEGL12903CEE923', 'info')","('Lullaby', 'Seamus Egan', (60.11, -18.263))"
"('TRACEBJ128EF343585', 'info')","(""Til The Victory's Won"", 'Vanessa Bell Armstrong', (120.977, -2.001))"
"('TRACEPP128F93576FC', 'info')","('Dance_ Gypsy_ Dance', 'Arthur Tracy', (138.25, -15.01))"
"('TRACEQQ128F426C3E3', 'info')","('Love Me', 'Angelo Badalamenti', (67.405, -21.835))"
"('TRACEDP128F145F7BB', 'info')","('Tell Me Why', 'Dave Hollister', (118.052, -7.232))"
"('TRACETS128F9313A75', 'info')","('Good Loving', 'C.C. Adcock', (172.716, -7.071))"
"('TRACLMN128F92D2B6E', 'info')","('Rio Grande Waltz', 'Hank Locklin', (106.941, -15.995))"
"('TRACLRV128EF33FAB8', 'info')","('Young Blood (2007 Digital Remaster)', 'Whitesnake', (145.689, -6.186))"
"('TRACLDC128F427ADC7', 'info')","('Red Balloon', 'We Show Up On Radar', (79.226, -11.255))"
"('TRACLMT12903CA1F5C', 'info')","('Honey I Sugar Pie', 'Tanto Metro & Devonte', (195.976, -8.41))"
"('TRACLLH128F92E1F2F', 'info')","(""I Won't Let You Go Till You Bless My Soul (Album Version)"", 'The Clark Sisters', (101.988, -12.935))"
"('TRACLRS12903CE9386', 'info')","('Stand By Your Man', 'Tammy Wynette', (105.202, -13.592))"
"('TRACLDF128F423C337', 'info')","('El Arte De Amar', 'Gabinete Caligari', (109.051, -12.436))"
"('TRACLXN128F931A74C', 'info')","('Acension Final Chord Rising', 'Terry Riley', (128.135, -37.065))"
"('TRACLPE128F4287687', 'info')","('Phylyps Trak II/II', 'Basic Channel', (127.923, -12.593))"
"('TRACLUV128F9342D02', 'info')","('The Trolley Song (Live Album Version)', 'Eddie Cano', (165.263, -16.05))"
"('TRACLUJ128F422DDA1', 'info')","('Get Up & Go', 'Chet Atkins', (98.117, -11.851))"
"('TRACLHC128F9343C39', 'info')","('Pinini Reggae', 'SUMO', (101.742, -5.945))"
"('TRACLCX128F4251463', 'info')","('Irresistible! (Maurel & Fauvrelle LESS Mix)', 'Superchumbo', (127.992, -7.634))"
"('TRACPUC128F92ED1D1', 'info')","('Liquid Frequencies (liquid Soul Mix)', 'liquid soul & freq', (0.0, -6.318))"
"('TRACPRG12903CB8E83', 'info')","('Ye That Tempteth_ Ye That Bequeth', 'Enslavement Of Beauty', (120.052, -4.732))"
"('TRACPKD128F14539CD', 'info')","('Slip Out The Back (Album Version)', 'Fort Minor (Featuring Mr. Hahn)', (90.009, -6.475))"
"('TRACPIC128E0792500', 'info')","('Answer In The Question', 'MxPx', (130.716, -3.487))"
"('TRACPEU128F426EB1F', 'info')","('Be Good To Me', 'Sonny Terry & Brownie McGhee', (106.237, -17.019))"
"('TRACPVU128F933FDD5', 'info')","('Banana Man', 'C.J. Chenier', (89.67, -12.469))"
"('TRACPYD128EF362285', 'info')","('El Cara Bonita', 'Mercedes Castro', (129.354, -8.077))"
"('TRACPNW128F92F8C8E', 'info')","('Lonesome Road (1995 Digital Remaster)', 'Dean Elliott And His Big Band', (120.172, -10.727))"
"('TRACPZH128F9311764', 'info')","('Chocolate', 'Snow Patrol', (117.966, -6.473))"
"('TRACWYD128F1465B4A', 'info')","('You Are God (Broken Album Version)', 'Darwin Hobbs', (41.21, -9.055))"
"('TRACWSJ128F42739DE', 'info')","(""It Has Been A Long Time_ Hasn't It"", 'Anubis Spire', (161.621, -18.533))"
"('TRACWON128F429BE8D', 'info')","('Humppa', 'Elakelaiset', (166.906, -11.931))"
"('TRACWBS128F932C993', 'info')","('Hey Joe', 'The Creation', (85.453, -10.612))"
"('TRACWCG128F9344150', 'info')","('Fall Away Into Darkness', 'The Balustrade Ensemble', (116.423, -17.057))"
"('TRACWCV128F429D196', 'info')","('Neon Rainbow', 'The Box Tops', (117.381, -10.393))"
"('TRACWVL128F93016B4', 'info')","('Glo-Billy-Vee-Vee', 'Beaver Harris', (82.571, -12.21))"
"('TRACWNC128F42ABB99', 'info')","('Risen From Within', 'Astarte', (161.782, -6.241))"
"('TRACWFA128F4265BDF', 'info')","('Brokÿn Nëedle', 'Ultimate Fakebook', (115.606, -3.287))"
"('TRACWBO128F92F322F', 'info')","('Empty Arms', 'Stevie Ray Vaughan And Double Trouble', (98.623, -10.72))"
"('TRACWBD12903CAF664', 'info')","('Bounce Back', 'DJ Spinn', (120.231, -13.159))"
"('TRACWRW12903CC3CA2', 'info')","('winning friends', 'Prisma', (194.704, -10.037))"
"('TRACWEH128F1456890', 'info')","('Blues', 'Terry Callier', (109.018, -8.154))"
"('TRACZUC128F92F0337', 'info')","('Hel Vete', 'Finntroll', (149.948, -5.563))"
"('TRACZJA128F429E665', 'info')","('Guardian Angel', 'Novaspace', (185.97, -7.299))"
"('TRACZDY128F92EE2F1', 'info')","(""Maybe I'm Crazy (Single original version_ 2008 Digital Remaster)"", 'Laid Back', (124.534, -4.854))"
"('TRACZDR128F14599BC', 'info')","('If I Run', 'Semisonic', (186.012, -5.814))"
"('TRACZPB128F92FBE3F', 'info')","('Melodioso', 'Tom Barabas', (121.001, -14.094))"
"('TRACZEZ12903CF673A', 'info')","('Heart Of The City (Soul and R&B)', 'Willie Clayton', (85.973, -5.906))"
"('TRACGAM128F92FBA44', 'info')","('Shuncata Penda', 'Pardesi', (106.438, -12.597))"
"('TRACGDB128F93509E0', 'info')","('Melodica', 'Baby Grand', (114.011, -9.042))"
"('TRACGOI128F92FE771', 'info')","('Between Eunice & Opelousas', 'Steve Riley & The Mamou Playboys', (225.669, -3.959))"
"('TRACGFA128F9364E0C', 'info')","('Sailing', 'DJ Ostkurve', (137.951, -3.854))"
"('TRACGXQ128F1457F81', 'info')","('Monarchy Now', 'Falco', (94.777, -8.726))"
